query,id,title,abstract,fos,score
reinforcement learning in video game,2099100618,GENERAL GAME-PLAYING AND REINFORCEMENT LEARNING,"This paper gives blueprint for the development of fully domain-independent single-agent and multi-agent heuristic search system. It graph-theoretic representation problems based on conceptual graphs, outlines two different learning systems. One, an ``informed learner,"" makes use definition problem or game in playing adapting to given environment. The other, ``blind is not access rules domain, but must discover then exploit underlying mathematical structure domain. Relevant work others referenced within context blueprint. To illustrate further how one might go about creating general game-playing agents, we show can generalize understanding obtained with Morph chess system all games involving interactions abstract relations. An example monitor such domains presented, along implementation blind informed known as MorphII. Performance results MorphII are preliminary encouraging provide few more data points which understand evaluate","Computer science, Artificial intelligence, Machine learning, Heuristic, Reinforcement learning, Blueprint, Artificial neural network, Search problem, Exploit, General game playing, Mathematical structure",3
big data,2293628850,Big Data,"This introduction to the special issue on big data discusses significant scientific opportunities offered by massive amounts of data, along with some directions for future research.","Computer science, Data-intensive computing, Data mining, Data science, Big data, Petascale computing, Data processing, Computer data storage",3
efficient estimation of word representations in vector space,766476750,Word Representations in Vector Space and their Applications for Arabic,"lot of work has been done to give the individual words certain language adequate representations in vector space so that these capture semantic and syntactic properties language. In this paper, we compare different techniques build vectorized for Arabic, test models via intrinsic extrinsic evaluations. Intrinsic evaluation assesses quality using benchmark dataset, while by their impact on two Natural Language Processing applications: Information retrieval Short Answer Grading. Finally, map Arabic English counterpart Cosine error regression neural network show it outperforms standard mean square networks task.","Artificial intelligence, Natural language processing, Computer science, Artificial neural network, Mean squared error, Trigonometric functions, Vector space, Syntax",3
converting text to speech,2056303394,Text-to-speech conversion technology,"The historical and theoretical bases of contemporary high-performance text-to-speech (TTS) systems their current design are discussed. major elements TTS system described, with particular reference to vocal tract models. stages involved in the process converting text into speech parameters examined, covering normalization, word pronunciation, prosodies, phonetic rules, voice tables, hardware implementation. Examples drawn mainly from Berkeley Speech Technologies' proprietary system, T-T-S, but other approaches indicated briefly.","Speech recognition, Speech processing, Voice analysis, Computer science, Motor theory of speech perception, Speech synthesis, Pronunciation, Speech corpus, Voice activity detection, Speech production",3
natural language interface,2010257138,Lifer: a natural language interface facility,"This note describes LIFER, practical facility for creating natural language interfaces to other computer software. Emphasizing human engineering, LIFER has bundled specification and parsing technology into one convenient package.","Language technology, Natural language, Natural language processing, Artificial intelligence, Computer science, Parsing, Software, Natural language programming, Natural language user interface, Programming language",3
efficient estimation of word representations in vector space,2522541762,Vector Space Representations of Documents in Classifying Finnish Social Media Texts,"Computational analysis of linguistic data requires that texts are transformed into numeric representations. The aim this research is to evaluate different methods for building vector representations text documents from social media. compared in respect their performance classification task. Namely, traditional count-based term frequency-inverse document frequency (TFIDF) the semantic distributed word embedding Unlike previous research, we investigate context morphologically rich Finnish. Based on results, suggest framework space media, applicable language technologies languages. In current study, lemmatization tokens increased accuracy, while lexical filtering generally hindered performance. Finally, report embeddings and TFIDF perform at comparable levels with our data.","Word2vec, Natural language processing, Social media, tf–idf, Word embedding, Vector space, Machine learning, Lemmatisation, Artificial intelligence, Mathematics",3
efficient estimation of word representations in vector space,2251976333,Detecting Compositionality of Multi-Word Expressions using Nearest Neighbours in Vector Space Models,We present novel unsupervised approach to detecting the compositionality of multi-word expressions. compute phrase through substituting constituent words with their “neighbours” in semantic vector space and averaging over distance between original substituted neighbour phrases. Several methods obtaining neighbours are presented. The results compared existing supervised achieve state-of-the-art performance on verb-object dataset human ratings.,"Machine learning, Computer science, Phrase, Principle of compositionality, Vector space, Expression (mathematics), Pattern recognition, Artificial intelligence",3
reinforcement learning in video game,1778554682,Reinforcement learning of local shape in the game of go,"We explore an application to the game of Go reinforcement learning approach based on linear evaluation function and large numbers binary features. This strategy has proved effective in playing programs other applications. apply this by creating over million features templates for small fragments board, then use temporal difference self-play. method identifies hundreds low level shapes with recognisable significance expert players, provides quantitive estimates their values. analyse relative contributions performance different types sizes. Our results show that small, translation-invariant are surprisingly effective. assess our program against Average Liberty Player variety computer opponents 9×9 Computer Server. appears outperform all static functions do not incorporate substantial domain knowledge.","Artificial intelligence, Binary number, Domain knowledge, Machine learning, Computer Go, Reinforcement learning, Temporal difference learning, Computer science, Evaluation function",3
efficient estimation of word representations in vector space,1443099000,Combining Distributed Vector Representations for Words,"Recent interest in distributed vector representations for words has resulted an increased diversity of approaches, each with strengths and weaknesses. We demonstrate how diverse may be inexpensively composed into hybrid representations, effectively leveraging individual components, as evidenced by substantial improvements on standard word analogy task. further compare these results over different sizes training sets find advantages are more pronounced when data is limited. Finally, we explore the relative impacts differences learning methods themselves size contexts they access.","Artificial intelligence, Machine learning, Natural language processing, Computer science, Strengths and weaknesses, Analogy",3
efficient estimation of word representations in vector space,1019104620,A Generative Model of Vector Space Semantics,"We present novel compositional, generative model for vector space representations of meaning. This reformulates earlier tensor-based approaches to semantics as top-down process, and provides efficient algorithms transformation from natural language vectors language. describe procedures estimating the parameters positive examples similar phrases, distributional representations, then use these obtain similarity judgments set adjective-noun pairs. The model’s estimation pairs correlates well with human annotations, demonstrating substantial improvement over several existing compositional in both settings.","Computer science, Artificial intelligence, Machine learning, Semantics, Natural language processing, Natural language, Tensor, Vector space, Pattern recognition, Generative model",3
efficient estimation of word representations in vector space,1503259811,Retrofitting Word Vectors to Semantic Lexicons,"Vector space word representations are learned from distributional information of words in large corpora. Although such statistics semantically informative, they disregard the valuable that is contained semantic lexicons as WordNet, FrameNet, and Paraphrase Database. This paper proposes method for refining vector using relational by encouraging linked to have similar representations, it makes no assumptions about how input vectors were constructed. Evaluated on battery standard lexical evaluation tasks several languages, we obtain substantial improvements starting with variety models. Our refinement outperforms prior techniques incorporating into training algorithms.","Machine learning, Natural language processing, WordNet, Vector space, Artificial intelligence, FrameNet, Computer science, Retrofitting, Paraphrase",3
efficient estimation of word representations in vector space,2164280484,Efficient estimation of 3D Euclidean distance fields from 2D range images,"Several existing algorithms for reconstructing 3D models from range data first approximate the object's distance field to provide an implicit representation of scanned object and then construct surface model using this field. In these approaches, computing storing values contribute significantly computational storage requirements. This paper presents efficient method estimating Euclidean 2D images that can be used by any algorithms. The proposed uses Adaptively Sampled Distance Fields minimize number evaluations reduce requirements sampled is fast because much computation required convert line-of-sight distances done during pre-processing step in coordinate space each image.","Computer vision, Distance transform, Computation, Artificial intelligence, Iterative reconstruction, Euclidean geometry, Adaptive sampling, Coordinate space, Euclidean distance, Distance matrix, Mathematics",0
natural language interface,1988222751,PHRAN-SPAN: A Natural Language Interface for System Specifications,"This paper describes natural language interface, PHRAN-SPAN, for specifying the abstract behavior of digital systems in restricted English text. neutral formal representation is described using USC Design Data Structure. small set concepts that characterize system are presented this representation. Finally, an intermediate based on Conceptual Dependencies presented. Its use with semantic-based parser to translate from illustrated by series examples.","Parsing, Natural language, Data structure, Expert system, Natural language processing, Natural language user interface, Theoretical computer science, Computer science, Small set, Artificial intelligence",3
converting text to speech,2128658564,SPEECH-TO-TEXT CONVERSION IN FRENCH,"Speech-to-text conversion of French necessitates that both the acoustic level recognition and language modeling be tailored to language. Work in this area was initiated at LIMSI over 10 years ago. In paper summary ongoing research direction is presented. Included are studies on distributional properties text materials; problems specific speech-to-text particular French; phoneme-to-grapheme for continuous, error-free phonemic strings; past work isolated-word conversion; more recent continuous-speech, conversion. Also demonstrated use phone speaker identification. The continuous based speaker-independent, vocabulary-independent recognizer. word results reported evaluating recognizer read speech taken from BREF corpus. trained hours 57 speakers, tested sentences an independent set 19 speakers. accuracy 78.7% obtained using 35 phones. 88% 1139 lexicon 86% 2716 lexicon, with pair grammar respective perplexities 100 160. Using bigram grammar, accuracies 85.5% 81.7% were 20 vocabularies, 122 205.","Speaker recognition, Speech recognition, Lexicon, Language identification, Word error rate, Bigram, Natural language processing, Word recognition, Language model, Grammar, Computer science, Artificial intelligence",3
efficient estimation of word representations in vector space,2140610559,Sparse Overcomplete Word Vector Representations,"Current distributed representations of words show little resemblance to theories lexical semantics. The former are dense and uninterpretable, the latter largely based on familiar, discrete classes (e.g., supersenses) relations synonymy hypernymy). We propose methods that transform word vectors into sparse (and optionally binary) vectors. resulting more similar interpretable features typically used in NLP, though they discovered automatically from raw corpora. Because highly sparse, computationally easy work with. Most importantly, we find outperform original benchmark tasks.","Natural language processing, Pattern recognition, Binary number, Machine learning, Synonym, Artificial intelligence, Lexical semantics, Computer science, Uninterpretable",2
big data,2394838785,Big Data Clustering.,,"Data mining, Clustering high-dimensional data, Cluster analysis, Big data, Computer science",3
reinforcement learning in video game,2042439732,Automatic computer game balancing: a reinforcement learning approach,"Designing agents whose behavior challenges human players adequately is key issue in computer games development. This work presents novel technique, based on reinforcement learning (RL), to automatically control the game level, adapting it player skills order guarantee good balance. RL has commonly been used competitive environments, which agent must perform as well possible beat its opponent. The innovative use of proposed here makes challenge function, estimates current player's changes action selection mechanism framework. technique applied fighting game, Knock'em, provide empirical validation approach.","Artificial intelligence, Simulations and games in economics education, Automatic control, Machine learning, Computer science, Reinforcement learning, Adversary, Action selection, Simulation",3
natural language interface,1488587194,Developing a natural language interface to complex data,,"Question answering, Universal Networking Language, Database, Natural language processing, Computer science, High-level programming language, Data manipulation language, Natural language programming, Data control language, Natural language user interface, Interface description language, Artificial intelligence",3
big data,2285252321,Social big data,"The paper presents the methodologies on information fusion for social media.The methodologies, frameworks, and software used to work with big data are given.The state of art in analytic techniques is provided.Social applications various domains described analyzed. Big has become an important issue large number research areas such as mining, machine learning, computational intelligence, fusion, semantic Web, networks. rise different frameworks Apache Hadoop and, more recently, Spark, massive processing based MapReduce paradigm allowed efficient utilisation mining methods learning algorithms domains. libraries Mahout SparkMLib have been designed develop new algorithms. combination technologies traditional generated interesting challenges other media These focused mainly problems processing, storage, representation, how can be pattern analysing user behaviours, visualizing tracking data, among others. In this paper, we present revision that allow from currently appearing under ""umbrella"" networks, paradigms.","Machine learning, Social media, Artificial intelligence, Semantic Web, External Data Representation, Data science, Big data, Software, Data stream mining, Data mining, Social network, Computational intelligence, Computer science",3
big data,2519706319,Big data,"We use structuralism and functionalism paradigms to analyze the origins of big data applications.Current trends sources data.Processing technologies, methods analysis techniques for are compared in detail.We major challenges with also discussed several opportunities.Case studies emerging technologies problems discussed. Big is potential research area receiving considerable attention from academia IT communities. In digital world, amounts generated stored have expanded within short period time. Consequently, this fast growing rate has created many challenges. paper, we applications its current trends. This paper presents comprehensive discussion on state-of-the-art based batch stream processing. Moreover, strengths weaknesses these analyzed. study discusses analytics techniques, processing methods, some reported case different vendors, open challenges, opportunities brought about by data. The similarities differences important parameters investigated. Emerging recommended as solution problems.","Social media, Emerging technologies, Analytics, Cloud computing, Big data, Data science, Open research, Data processing, Computer science",3
efficient estimation of word representations in vector space,2162456950,Efficient Non-parametric Estimation of Multiple Embeddings per Word in Vector Space,"There is rising interest in vector-space word embeddings and their use NLP, especially given recent methods for fast estimation at very large scale. Nearly all this work, however, assumes single vector per type—ignoring polysemy thus jeopardizing usefulness downstream tasks. We present an extension to the Skip-gram model that efficiently learns multiple type. It differs from related work by jointly performing sense discrimination embedding learning, non-parametrically estimating number of senses type, its efficiency scalability. new state-of-the-art results similarity context task demonstrate scalability training with one machine on corpus nearly billion tokens less than hours.","Machine learning, Natural language processing, Artificial intelligence, Nonparametric statistics, Vector space, Polysemy, Embedding, Computer science, Scalability",3
converting text to speech,2167127461,Multilingual text-to-speech synthesis,"The paper presents framework for building multilingual text-to-speech systems. It addresses the issue at three levels. First it discusses necessary steps required to build synthetic voice from scratch in new language. second concerns of without recording any acoustic data, and restrictions that imposes. third more speculative part would be allow high quality synthesis languages by only minimal amounts","Natural language, Documentation, Speech recognition, Constructed language, Natural language processing, Scratch, Speech synthesis, Computer science, Text mining, Artificial intelligence",3
converting text to speech,1512292086,Czech text-to-sign speech synthesizer,"Recent research progress in developing of the Czech Sign Speech synthesizer is presented. The current goal to improve system for automatic synthesis produce accurate Speech. converts written text an animation artificial human model (avatar). This includes translation sign phrases and their conversion avatar. composed movements deformations segments hands, head also face. has been evaluated by two initial perceptual tests. tests indicate that designed capable intelligible","Machine translation, Speech recognition, Perception, Animation, Natural language processing, Czech, Speech synthesis, Computer science, Artificial intelligence",0
efficient estimation of word representations in vector space,2251253014,Community Evaluation and Exchange of Word Vectors at wordvectors.org,Vector space word representations are useful for many natural language processing applications. The diversity of techniques computing vector and the large number evaluation benchmarks makes reliable comparison tedious task both researchers developing new models those wishing to use them. We present website suite offline tools that facilitate vectors on standard lexical semantics permit exchange archival by users who wish find good their system is accessible at: www.wordvectors.org.,"Natural language processing, Machine learning, Lexical semantics, Artificial intelligence, Computer science, Vector space, Wish",2
efficient estimation of word representations in vector space,2787685818,Modeling N400 amplitude using vector space models of word representation.,,"Cognitive psychology, Amplitude, Psychology, Machine learning, Vector space, N400, Artificial intelligence",3
big data,2593197694,Big data technologies and Management,"The era of big data has resulted in the development and applications technologies methods aimed at effectively using massive amounts to support decision-making knowledge discovery activities. In this paper, five Vs data, volume, velocity, variety, veracity, value, are reviewed, as well new technologies, including NoSQL databases that have emerged accommodate needs initiatives. role conceptual modeling for is then analyzed suggestions made effective efforts with respect data.","NoSQL, Data mining, Knowledge extraction, Computer science, Database, Conceptual model, Data science, Emerging technologies, Big data",3
reinforcement learning in video game,2590481545,Position-based reinforcement learning biased MCTS for General Video Game Playing,"This paper proposes an application of reinforcement learning and position-based features in rollout bias training Monte-Carlo Tree Search (MCTS) for General Video Game Playing (GVGP). As improvement on Knowledge-based Fast-Evo MCTS proposed by Perez et al., the method is designated both GVG-AI Competition mechanism original method. The performance evaluated empirically, using all games from six sets available Framework, achieves better scores than five other existing MCTS-based methods overall.","Simulation, Artificial intelligence, Machine learning, Knowledge-based systems, Reinforcement learning, Feature extraction, General video game playing, Computer science, Euclidean distance",3
big data,2215544391,"Big data, big data quality problem","USAF sponsored MITRE research team undertook four separate, domain-specific case studies about Big Data applications. Those were initial investigations into the question of whether or not data quality issues encountered in collections are substantially different cause, manifestation, detection than those more traditionally sized collections. The study addresses several factors affecting Quality at multiple levels, including collection, processing, and storage. Though unexpected, key findings this reinforce that primary reside limitations complexities involved with handling while maintaining its integrity. These concerns higher magnitude provenance data, tools used to prepare, manipulate, store data. is extremely important for all analytics problems. From study's findings, ""truth Data"" there no fundamentally new DQ projects. Some exhibit return-s-to-scale effects, become less pronounced analytics, though. varies from one type another technology another.","Data mining, Computer science, Returns to scale, Data science, Big data, Data analysis, Data quality",3
converting text to speech,2593011301,Towards speech-to-text translation without speech recognition.,"We explore the problem of translating speech to text in low-resource scenarios where neither automatic recognition (ASR) nor machine translation (MT) are available, but we have training data form audio paired with translations. present first system for this applied realistic multi-speaker dataset, CALLHOME Spanish-English corpus. Our approach uses unsupervised term discovery (UTD) cluster repeated patterns audio, creating pseudotext, which pair translations create parallel and train simple bag-of-words MT model. identify challenges faced by system, finding that difficulty cross-speaker UTD results low recall, our is still able correctly translate some content words test data.","Artificial intelligence, Audio mining, Speech translation, Speech recognition, Machine learning, Machine translation, Natural language processing, Computer science, Recall, Test data",0
big data,52836632,"Big science, big data, and a big role for biomedical informatics","The role of biomedical informatics in science has never been so prominent, and we strive to make this journal vehicle for wide dissemination the best work well beyond our own field. This issue is dedicated translational enabled by informatics. It combines topics AMIA's Joint Summits on Translational Science—Translational Bioinformatics Clinical Research Informatics—and presents articles from conference, as several other related that have submitted JAMIA through regular process. As readers can verify, outstanding quality selected conference them indistinguishable articles.  It was particularly exciting with guest editors Nigam Shah, Michael Kahn, Chunhua Weng edit special issue. true not only because learned much each other's perspectives, but also able its contribution success Summits, motivating authors submit their potential publication journal. director academic unit within medical school, appreciate trainees junior faculty option papers proceedings, may hesitate given unequal weights assigned promotion committees proceedings publications. On hand, everyone community wants an opportunity see live presentations interact who are producing By inviting be journal, hope contributing both these goals.  As will notice, even though categorized primarily representing bioinformatics or clinical research informatics, boundaries fuzzy. Shah Tenembaum (see page e2) describe how analysis Big Data already started translated bedside influence patient outcomes. They bridged gap between practice, ways resemble basic discoveries into healthcare. With strong, exclusive, focus whole genome sequencing analysis, increasingly appearing JAMIA, reflecting growth critical sub-specialty attracting large number new Two prior issues (July 2011 March 2012) were focused very received readers. Another one notable (December 2011) informatics.  In issue, Kahn e36) propose conceptual model highlight relate continuum trials. report, informatics' presence experienced exponential growth, consortium Science Awards, recognition that, without it possible implement ‘Big Science.’  Enjoy spread word: key Science, Data. big disseminating scholarly community.","Health Administration Informatics, Data mining, Translational bioinformatics, Informatics, Clinical research, Engineering informatics, Translational research informatics, Health informatics, Translational science, Data science, Computer science",3
converting text to speech,115666166,Text to speech conversion of standard Malay.,"This article describes an unrestricted vocabulary Text-to-Speech (TTS) conversion system for the segmental synthesis of Standard Malay (SM) speech. The uses modified version method that was previously used to synthesize Arabic. SM bears some resemblance Arabic in its phonetic structure, and this helped ease problem using previous knowledge gained from working with However, is different many respects. is, therefore, enhanced suit after studying properties.","Speech recognition, Malay, Natural language processing, Vocabulary, Computer science, Speech synthesis, Artificial intelligence",3
