paper,id,title,abstract,fos,score
Natural Language Interface Using Shallow Parsing.,2074251364,Solving grammatical ambiguities within a surface syntactical parser for automatic indexing,"This paper describes linguistic tools specifically designed for performant automatic indexing of natural language texts. By indexing, we mean the ability system to extract noun phrases (considered as main conceptual frames regarding text content) without processing full syntactic analysis sentences (surface analyzer) both with its in learning unknown words. The overall principles this parser, emphasizing use networks and precedence matrix fulfil above goals reducing cost infering new vocabularies interrupting process.","Parsing, Noun phrase, Natural language, Information retrieval, Computer science, Natural language processing, Search engine indexing, Automatic indexing, Syntax, Artificial intelligence",0
Big Data Framework,2040263621,Data mining with big data,"Big Data concern large-volume, complex, growing data sets with multiple, autonomous sources. With the fast development of networking, storage, and collection capacity, are now rapidly expanding in all science engineering domains, including physical, biological biomedical sciences. This paper presents HACE theorem that characterizes features revolution, proposes processing model, from mining perspective. data-driven model involves demand-driven aggregation information sources, analysis, user interest modeling, security privacy considerations. We analyze challenging issues also revolution.","Data mining, Computer science, Data collection, Data model, Data virtualization, Big data, Data science, Data stream mining, Data set, Data warehouse, Data modeling",0
Novel-word pronunciation within a text-to-speech system,2295520768,Improving pronunciation by analogy for text-to-speech applications.,,"Natural language processing, Artificial intelligence, Speech synthesis, Pronunciation, Computer science, Analogy",0
Reinforcement Learning in First Person Shooter Games,2595700172,Bootstrapping $Q$ -Learning for Robotics From Neuro-Evolution Results,"Reinforcement learning (RL) problems are hard to solve in robotics context as classical algorithms rely on discrete representations of actions and states, but both continuous. set states can be defined, it requires an expertise that may not available, particular open environments. It is proposed define process make robot build its own representation for RL algorithm. The principle first use direct policy search the sensori-motor space, i.e., with no predefined sets nor actions, then extract from corresponding traces identify relevant dimensions state estimate value function. Once this done, apply RL: 1) more robust new domains and, if required 2) learn faster than search. This approach allows take best worlds: continuous space avoid need specific representation, at price long poor generalization, adapted robust.","Q-learning, Machine learning, Active learning (machine learning), Robot learning, Computer science, Artificial intelligence, Online machine learning, Multi-task learning, Reinforcement learning, Evolutionary robotics, Stability (learning theory)",0
Efficient Estimation of Word Representations in Vector Space,2103305545,Dynamic Pooling and Unfolding Recursive Autoencoders for Paraphrase Detection,"Paraphrase detection is the task of examining two sentences and determining whether they have same meaning. In order to obtain high accuracy on this task, thorough syntactic semantic analysis statements needed. We introduce method for paraphrase based recursive autoencoders (RAE). Our unsupervised RAEs are novel unfolding objective learn feature vectors phrases in trees. These features used measure word- phrase-wise similarity between sentences. Since may be arbitrary length, resulting matrix measures variable size. dynamic pooling layer which computes fixed-sized representation from variable-sized matrices. The pooled then as input classifier. outperforms other state-of-the-art approaches challenging MSRP corpus.","Recursion, Machine learning, Pooling, Artificial intelligence, Feature vector, Computer science, Matrix (mathematics), Classifier (linguistics), Syntax, Paraphrase, Pattern recognition",0
Reinforcement Learning in First Person Shooter Games,2096645045,"Human-assisted neuroevolution through shaping, advice and examples","Many different methods for combining human expertise with machine learning in general, and evolutionary computation particular, are possible. Which of these work best, do they outperform design alone? In order to answer this question, human-subject experiment comparing human-assisted was conducted. Three approaches, i.e. advice, shaping, demonstration, were employed assist powerful technique (neuroevolution) on collection agent training tasks, contrasted both completely manual approach (scripting) hands-off one (neuroevolution alone). The results show that, (1) evolution outperforms scripting approach, (2) unassisted performs consistently well across domains, (3) assisting neuroevolution tasks. If done right, can therefore be constructing intelligent agents.","Machine learning, Neuroevolution, Scripting language, Computer science, Intelligent agent, Evolutionary computation, Imitation, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,1531367301,Predicting name pronunciation for a reverse directory service.,,"Speech recognition, Directory information tree, Organizational unit, Name server, Directory service, Pronunciation, World Wide Web, Lightweight Directory Access Protocol, Webserver directory index, Computer science",0
Novel-word pronunciation within a text-to-speech system,1970195330,A multistrategy approach to improving pronunciation by analogy,"Pronunciation by analogy (PbA) is data-driven method for relating letters to sound, with potential application next-generation text-to-speech systems. This paper extends previous work on PbA in several directions. First, we have included ""full"" pattern matching between input letter string and dictionary entries, as well including lexical stress letter-to-phoneme conversion. Second, extended the phoneme-to-letter Third, most important, experimented multiple, different strategies scoring candidate pronunciations. Individual scores each strategy are obtained basis of rank either multiplied or summed produce final, overall score. Five been studied results from all 31 possible combinations. The two combination methods perform comparably, product rule only very marginally superior sum rule. Nonparametric statistical analysis reveals that performance improves more combination: this trend highly significant (p 0.0005). Accordingly conversion, best when five combined: word accuracy raised 65.5% relative 61.7% our result 63.0% best-performing single strategy. These improvements 0.00011 respectively). Similar were found letter-to-stress although former was an easier problem than conversion latter harder. main sources error multistrategy approach similar those strategy, mostly involve vowel phonemes.","Nonparametric statistics, Pattern matching, Natural language processing, Artificial intelligence, Product rule, Computational linguistics, Speech synthesis, Computer science, Vowel, Pronunciation, Performance improvement",0
Reinforcement Learning in First Person Shooter Games,2132713246,Learning to play using low-complexity rule-based policies: illustrations through Ms. Pac-Man,"In this article we propose method that can deal with certain combinatorial reinforcement learning tasks. We demonstrate the approach in popular Ms. Pac-Man game. define set of high-level observation and action modules, from which rule-based policies are constructed automatically. these policies, actions temporally extended, may work concurrently. The policy agent is encoded by compact decision list. components list selected large pool rules, be either handcrafted or generated suitable selection rules learnt cross-entropy method, recent global optimization algorithm fits our framework smoothly. Cross-entropy-optimized perform better than hand-crafted policy, reach score average human players. argue successful mainly because (i) apply concurrent thus space sufficiently rich, (ii) search biased towards low-complexity therefore, solutions description found quickly if they exist.","Machine learning, Cross-entropy method, Rule-based system, Decision list, Reinforcement learning, Global optimization, Cross entropy, Artificial intelligence, Data mining, Computer science",0
Reinforcement Learning in First Person Shooter Games,2099945315,An empirical analysis of value function-based and policy search reinforcement learning,"In several agent-oriented scenarios in the real world, an autonomous agent that is situated unknown environment must learn through process of trial and error to take actions result long-term benefit. Reinforcement Learning (or sequential decision making) paradigm well-suited this requirement. Value function-based methods policy search are contrasting approaches solve reinforcement learning tasks. While both classes benefit from independent theoretical analyses, these often fail extend practical situations which deployed. We conduct empirical study examine strengths weaknesses by introducing suite test domains can be varied for problem size, stochasticity, function approximation, partial observability. Our results indicate clear patterns domain characteristics each class excels. investigate whether their combined, develop approach achieve purpose. The effectiveness also demonstrated on challenging benchmark task robot soccer Keepaway. highlight lines inquiry emanate study.","Q-learning, Computer science, Empirical research, Artificial intelligence, Machine learning, Trial and error, Reinforcement learning, Temporal difference learning, Situated, Function approximation, Strengths and weaknesses",0
Big Data Framework,2243099907,Setting the Direction for Big Data Benchmark Standards,"The Workshop on Big Data Benchmarking (WBDB2012), held May 8-9, 2012 in San Jose, CA, served as an incubator for several promising approaches to define big data benchmark standard industry. Through open forum discussions number of issues related benchmarking—including definitions terms, processes and auditing the attendees were able extend their own view benchmarking well communicate ideas, which ultimately led formation small working groups continue collaborative work this area. In paper, we summarize outcomes from first workshop, was attended by about 60 invitees representing 45 different organizations, including industry academia. selected based experience expertise areas management data, database systems, performance benchmarking, applications. There consensus among participants both need opportunity defining benchmarks capture end-to-end aspects Following model TPC benchmarks, it felt that should not only include metrics performance, but also price/performance, along with sound foundation fair comparison through audit mechanisms. Additionally, consider costs relevant systems total cost acquisition, setup cost, ownership, energy cost. second will be December Pune, India, third meeting is being planned July 2013 Xi’an, China.","Total cost, Total cost of ownership, Benchmarking, Audit, Data science, Big data, Data mining, Working group, Engineering",0
Efficient Estimation of Word Representations in Vector Space,2251157338,Evaluating distributed word representations for capturing semantics of biomedical concepts,"Recently there is surge in interest learning vector representations of words using huge corpus unsupervised manner. Such word representations, also known as embedding, have been shown to improve the performance machine models several NLP tasks. However efficiency such representation has not systematically evaluated biomedical domain. In this work our aim compare two state-of-the-art embedding methods, namely word2vec and GloVe on basic task reflecting semantic similarity relatedness concepts. For this, all unique more than million full-length research articles domain are obtained from methods. These vectors for their ability reflect word-pairs benchmark data set manually curated similar related available at http:// rxinformatics.umn.edu. We observe that parameters these do affect capture lexicosemantic properties with particular language modeling seems perform better others.","Semantics, Word2vec, Word embedding, Semantic similarity, Language model, Machine learning, Natural language processing, Computer science, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,2247359815,Measuring Word Significance using Distributed Representations of Words,"Distributed representations of words as real-valued vectors in relatively low-dimensional space aim at extracting syntactic and semantic features from large text corpora. recently introduced neural network, named word2vec (Mikolov et al., 2013a; Mikolov 2013b), was shown to encode information the direction word vectors. In this brief report, it is proposed use length vectors, together with term frequency, measure significance corpus. Experimental evidence using domain-specific corpus abstracts presented support proposal. useful visualization technique for corpora emerges, where are mapped onto two-dimensional plane automatically ranked by significance.","Word2vec, Natural language processing, Explicit semantic analysis, Artificial intelligence, Visualization, Artificial neural network, Computer science, Word lists by frequency, Text corpus, Ranking, Syntax",0
Big Data Framework,1985419898,Apache hadoop goes realtime at Facebook,"Facebook recently deployed Messages, its first ever user-facing application built on the Apache Hadoop platform. HBase is database-like layer designed to support billions of messages per day. This paper describes reasons why chose and over other systems such as Cassandra Voldemort discusses application's requirements for consistency, availability, partition tolerance, data model scalability. We explore enhancements made make it more effective realtime system, tradeoffs we while configuring how this solution has significant advantages sharded MySQL database scheme used in applications at many web-scale companies. discuss motivations behind our design choices, challenges that face day-to-day operations, future capabilities improvements still under development. offer these observations deployment companies who are contemplating Hadoop-based traditional RDBMS deployments.","Data mining, Data-intensive computing, Database, Data model, World Wide Web, Relational database management system, Software deployment, Computer science, Scalability",0
Efficient Estimation of Word Representations in Vector Space,1889268436,Semantic Compositionality through Recursive Matrix-Vector Spaces,"Single-word vector space models have been very successful at learning lexical information. However, they cannot capture the compositional meaning of longer phrases, preventing them from deeper understanding language. We introduce recursive neural network (RNN) model that learns representations for phrases and sentences arbitrary syntactic type length. Our assigns matrix to every node in parse tree: captures inherent constituent, while how it changes neighboring words or phrases. This matrix-vector RNN can learn operators propositional logic natural The obtains state art performance on three different experiments: predicting fine-grained sentiment distributions adverb-adjective pairs; classifying labels movie reviews semantic relationships such as cause-effect topic-message between nouns using path them.","Natural language processing, Distributional semantics, Artificial intelligence, Machine learning, Natural language, Recursion, Propositional calculus, Principle of compositionality, Computer science, Syntax, Recurrent neural network, Parse tree",0
Reinforcement Learning in First Person Shooter Games,2119296376,Adaptive game AI with dynamic scripting,"Online learning in commercial computer games allows computer-controlled opponents to adapt the way game is being played. As such it provides mechanism deal with weaknesses AI, and respond changes human player tactics. We argue that online of AI should meet four computational functional requirements. The requirements are speed, effectiveness, robustness efficiency. clarity, variety, consistency scalability. This paper investigates novel technique for called `dynamic scripting', uses an adaptive rulebase generation on fly. performance dynamic scripting evaluated experiments which agents pitted against collection manually-designed tactics simulated roleplaying game. Experimental results indicate succeeds endowing performance. To further improve dynamic-scripting technique, enhancement investigated scaling difficulty level player's skill level. With enhancement, meets all applicability state-of-the-art demonstrated by implementing Neverwinter Nights. conclude can be successfully applied adaptation games.","Level design, Game development tool, Game theory, Machine learning, Game programming, Scripting language, Artificial intelligence, Game design document, Simulation, Game design, Computer science, Game mechanics",0
Big Data Framework,2144192937,"Research on Big Data Architecture, Key Technologies and Its Measures","Big data require exceptional technologies to efficiently process large quantities of within tolerable elapsed times, such as capture, curation, storage, search, sharing, transfer, analysis and visualization. Concept, features, construction importance, architecture, run mode, its key big are analyzed in this paper. Information sharing security under constructin studied, at last, four measures for building putforward, which can provide good decision-making construction.","Data security, Architecture, Data virtualization, Information sharing, Database, Big data, Data warehouse, Data architecture, Data mining, Data quality, Computer science",0
Big Data Framework,2197266104,Hadoop at home: large-scale computing at a small college,"The potential benefits of data-intensive scalable computing (DISC) in CS education are considered the context small college with an active student-operated Beowulf cluster initiative. map-reduce computational model, great importance industry, is reviewed, and Hadoop implementation that model connected to specific courses throughout undergraduate curriculum. Concerns when running local -capable at identified.","Curriculum, Computer science, Scalability, Data science, Cluster development, Systems management, Computer cluster",0
Natural Language Interface Using Shallow Parsing.,2056548750,Innovations in text interpretation,"Abstract The field of natural language processing is developing new concentration on interpreting extended texts, with applications in information retrieval, text categorization, and data extraction. research that addresses these problems represents the first real task-driven focus since machine translation 1960s. Text interpretation have already produced good results accuracy throughput. This has been driving force for number advances field, because earlier systems fell so far short coverage required to interpret bodies text. innovations behind this scale-up include work lexicon development representation, weak methods corpus analysis pre-processing, flexible control architectures parsing. Together, provide by extending knowledge system can use controlling how applied. paper explains context which conducted, along general progress some details our own realizes advances.","Expert system, Natural language, Parsing, Machine translation, Natural language processing, Lexicon, Categorization, Data extraction, Computer science, Artificial intelligence",0
Novel-word pronunciation within a text-to-speech system,1550693343,The pronunciation of unfamiliar native and non-native town names.,,"First language, Speech recognition, Foreign language, Linguistics, Pronunciation, Natural language processing, Artificial intelligence, Computer science",0
Big Data Framework,135304835,A fast and high throughput SQL query system for big data,"Relational data query always plays an important role in analysis. But how to scale out the traditional SQL system is challenging problem. In this paper, we introduce fast, high throughput and scalable perform read-only well with advantage of NoSQL's distributed architecture. We adopt HBase as storage layer design engine (DQE) collaborating it queries. Our also contains distinctive index cache mechanisms accelerate processing. Finally, evaluate our real-world big crawled from Sina Weibo achieves good performance under nineteen representative","Query optimization, Data mining, Database, Computer science, Object Query Language, Query by Example, View, In-Memory Processing, Spatial query, Language Integrated Query, Sargable",0
Reinforcement Learning in First Person Shooter Games,2026615874,Applying reinforcement learning to small scale combat in the real-time strategy game StarCraft:Broodwar,"This paper presents an evaluation of the suitability reinforcement learning (RL) algorithms to perform task micro-managing combat units in commercial real-time strategy (RTS) game StarCraft:Broodwar (SC:BW). The applied techniques are variations common Q-learning and Sarsa algorithms, both simple one-step versions as well more sophisticated that use eligibility traces offset problem delayed reward. aim is design agent able learn unsupervised manner complex environment, eventually taking over tasks had previously been performed by non-adaptive, deterministic AI. preliminary results presented this show viability RL at selected task. Depending on whether focus lies maximizing reward or speed learning, among evaluated Sarsa(λ) prove best manage units.","Artificial intelligence, Learning classifier system, Machine learning, Active learning (machine learning), Robot learning, Simulation, Computer science, Temporal difference learning, Multi-task learning, Unsupervised learning, Reinforcement learning, Online machine learning",0
Reinforcement Learning in First Person Shooter Games,2104346096,Creating a multi-purpose first person shooter bot with reinforcement learning,"Reinforcement learning is well suited to first person shooter bot artificial intelligence as it has the potential create diverse behaviors without need implicitly code them. This paper compares three different reinforcement approaches with universal behavior set. Results show that using hierarchical or rule based approach, combined learning, promising solution creating bots offer rich and","Simulation, Machine learning, Rule-based system, Reinforcement learning, Artificial intelligence, Computer science",0
Natural Language Interface Using Shallow Parsing.,1485005640,Centered logic: the role of entity centered sentence representation in natural language inferencing,"We will briefly describe the role of entity centered structure (ECS) sentences in natural language inferencing. The basic discourse, generally singles out an entity, to be called center, among all those which are arguments main predicate. ECS makes n-ary predicates look like monadic by temporarily masking their structure, thereby affecting relative ease with certain inferences made and information is retrieved. This short paper deals preliminary formulation system designed capture these ideas contains several examples how some can represented system. Formal properties under investigation.","Machine learning, Natural language, Monad (functional programming), Natural language processing, Predicate (grammar), Computer science, Sentence, Artificial intelligence",0
Big Data Framework,2203299635,A Survey on Benchmarks for Big Data and Some More Considerations,"big data benchmark suite is needed eagerly by customers, industry and academia recently. number of prominent works in last several years are reviewed, their characteristics introduced shortcomings analyzed. The authors also provide some suggestions on building the expected benchmark, including: component based benchmarks as well end-to-end should be used together to test distinct tools system whole; workloads enriched with complex analytics encompass different application scenarios; metrics other than performance considered.","Analytics, Computer science, Fault tolerance, Scalability, Data mining, Big data, Data science, Suite",0
Efficient Estimation of Word Representations in Vector Space,2131462252,A Scalable Hierarchical Distributed Language Model,"Neural probabilistic language models (NPLMs) have been shown to be competitive with and occasionally superior the widely-used n-gram models. The main drawback of NPLMs is their extremely long training testing times. Morin Bengio proposed hierarchical model built around binary tree words, which was two orders magnitude faster than non-hierarchical it based on. However, performed considerably worse its counterpart in spite using word created expert knowledge. We introduce fast along simple feature-based algorithm for automatic construction trees from data. then show that resulting can outperform neural as well best","Machine learning, Artificial intelligence, Computer science, Order of magnitude, Cache language model, Probabilistic logic, Spite, Binary tree, Scalability, Hierarchical database model, Language model",0
Reinforcement Learning in First Person Shooter Games,2118674046,Acceleration of reinforcement learning by a mobile robot using generalized rules,"We propose an architecture to accelerate reinforcement learning by mobile robot. In order solve the problem of explosion time in former methods, we introduce mechanism acquire and utilize set widely applicable generalized rules into system. The extracts these statistical analysis experienced data from process. By applying rules, process can be accelerated reducing search space. Simulation results indicate effectiveness proposed method.","Instance-based learning, Learning classifier system, Active learning (machine learning), Reinforcement learning, Unsupervised learning, Online machine learning, Algorithmic learning theory, Robot learning, Machine learning, Artificial intelligence, Computer science",0
Natural Language Interface Using Shallow Parsing.,1536814622,Practical approach to knowledge-based question answering with natural language understanding and advanced reasoning,"The complexity of natural language and the open-domain nature World Wide Web have caused modem-day question answering systems to rely only on information retrieval techniques shallow processing tasks. This approach has brought about serious drawbacks namely restriction response. constitutes first problem addressed by this research. Through recent academic works, many researchers begun acknowledge agreed that solution comes in form new based understanding reasoning knowledge-based environment. Due infancy stage this practical consideration, current practices vary greatly are mostly low-level understanding, minimalist representation formalism conventional without advanced features. As result, not were these found be inadequate solve but also created second problem, is limitation scale across domains real-life text. research hypothesized framework which combines full-discourse powerful capable exploiting ontological with features, will both compromising practicality factors.The implemented as system called ""Natural Language Understanding and Reasoning for Intelligence"" (NaLURI). More importantly, two evaluations their results presented demonstrate inclusion more demanding features into allow wider range questions better response quality, does affect time, hence approving hypothesis research.","Natural language, Natural language processing, Natural language understanding, Machine learning, Knowledge base, Question answering, Formalism (philosophy), Universal Networking Language, Language identification, Knowledge representation and reasoning, Artificial intelligence, Computer science",0
Reinforcement Learning in First Person Shooter Games,2100008863,The Evolution of Gamebots for 3D First Person Shooter (FPS),"The implementation of Artificial Intelligence (AI)in 3-Dimensional (3D) First Person Shooter (FPS) game is quite general nowadays. Most the conventional AI bots created are mostly from hard coded bots. Hence, it has limited dynamicity and therefore brings to fixed strategy for gaming. main focus this paper discuss methodologies used in generating that competitive FPS In paper, decision making structure proposed. It been combined with Evolutionary Programming required controllers. there two methodology discussions involved: (1) proposed (2)the used. experiments show highly promising testing results after generated have tested compared ruled based proves using combination performed better than those which time consuming develop.","Computer science, Hard coding, Machine learning, Evolutionary algorithm, Evolutionary programming, Knowledge-based systems, Applications of artificial intelligence, Evolutionary computation, Artificial intelligence",0
Reinforcement Learning in First Person Shooter Games,1481907638,RETALIATE: learning winning policies in first-person shooter games,"In this paper we present RETALIATE, an online reinforcement learning algorithm for developing winning policies in team first-person shooter games. RETALIATE has three crucial characteristics: (1) individual BOT behavior is fixed although not known advance, therefore BOTS work as ""plugins"", (2) models the problem of tactics through simple state formulation, (3) discount rates commonly used Q-Iearning are used. As result these characteristics, application Q-learning results rapid exploration towards policy against opponent team. our empirical evaluation demonstrate that adapts well when environment changes.","Artificial intelligence, Computer science, Machine learning, Plug-in, Reinforcement learning, Adversary, Simulation",0
Novel-word pronunciation within a text-to-speech system,2400055890,Pmtools : A pronunciation modeling toolkit.,"This paper reports on pronunciation modeling toolkit pmtools that allows one to train weighted finite-state transducer using Classification and Regression Tree (CART) training paradigm. Tools are provided automatically align dictionary consisting of set words their pronunciations, CART trees the aligned dictionary, compile those out into special class finitestate transducer. Most complexity aligning data, labeling data with features, is hidden from user. While some new techniques, e.g. in automatic alignment, introduced here, main focus this work provide ease development models fairly standard techniques. By time workshop, will be available free for non-commercial use.","Transducer, Machine learning, Decision tree, Pronunciation, Compiler, Artificial intelligence, Computer science",0
Novel-word pronunciation within a text-to-speech system,2069828345,Stochastic phonographic transduction for English,"Abstract This paper introduces and reviews stochastic phonographic transduction (SPT), trainable (“data-driven”) technique for letter-to-phoneme conversion based on formal language theory, as well describing detailing one particularly simple realization of SPT. The spellings pronunciations English words are modelled the productions grammar, inferred from example data in form pronouncing dictionary. terminal symbols grammar letter–phoneme correspondences, rewrite (production) rules specify how these combined to acceptable word their pronunciations. Given spelling input, pronunciation can then be produced output by parsing input string according letter-part terminals selecting “best” sequence corresponding phoneme-parts some well-motivated criteria. Although formalism is principle very general, restrictive assumptions must made if practical, systems realized. We have assumed at this stage that regular. Further, generation Markov process which (correspondences) simply concatenated. SPT learning task amounts inference set correspondences estimation training associated transition probabilities. Transduction produce given its achieved Viterbi decoding, using maximum likelihood criterion. Results presented alignment dictionary data, unseen words, proper nouns novel (pseudo-)words. Two different ways inferring described compared. It found provision quite limited information about alternating vowel/consonant structure aids significantly. Best performance obtained 93·7% phonemes correct, conservatively scored. Automatically also consistently out-perform published manually derived when used comparison difficult make, we believe current results least good best reported so far data-driven approach, while being comparable knowledge-based approaches.","Speech recognition, Inference, Artificial intelligence, Computer science, Machine learning, Noun, Parsing, Formal language, Natural language processing, Stochastic grammar, Orthography, Pronunciation, Grammar",0
Big Data Framework,2137479650,Data quality: The other face of Big Data,"In our Big Data era, data is being generated, collected and analyzed at an unprecedented scale, data-driven decision making sweeping through all aspects of society. Recent studies have shown that poor quality prevalent in large databases on the Web. Since can serious consequences results analyses, importance veracity, fourth ‘V’ big increasingly recognized. this tutorial, we highlight substantial challenges first three ‘V’s, volume, velocity variety, bring to dealing with veracity data. Due sheer volume data, one needs understand (possibly) repair erroneous scalable timely manner. With variety often from diversity sources, rules cannot be specified priori; let “data speak for itself” order discover semantics This tutorial presents recent are relevant management, focusing two major dimensions (i) discovering issues itself, (ii) trading-off accuracy vs efficiency, identifies range open problems community.","Data proliferation, Database, Data mining, Data virtualization, Data pre-processing, System of record, Data science, Data quality, Big data, Data warehouse, Data governance, Computer science",0
Novel-word pronunciation within a text-to-speech system,1501365369,Learning Phonetic Rules in a Speech Recognition System,"Current speech recognition systems can be categorized into two broad classes; the knowledge-based approach and stochastic one. In this paper we present rule-based method for of Hungarian vowels. spectrogram model was used as front-end module some acoustic features were extracted (e.g. locations, intensities shapes local maxima) from spectrograms by using genetic algorithm method. On basis these developed rule set isolated These rules represented Prolog clauses refined IMPUT Inductive Logic Programming","Knowledge base, Artificial intelligence, Phonetics, Speech recognition, Signal processing, Machine learning, Spectrogram, Genetic algorithm, Rule-based system, Computer science, Inductive logic programming, Prolog",0
Efficient Estimation of Word Representations in Vector Space,1973942085,A Structured Vector Space Model for Word Meaning in Context,"We address the task of computing vector space representations for meaning word occurrences, which can vary widely according to context. This is crucial step towards robust, vector-based compositional account sentence meaning. argue that existing models this do not take syntactic structure sufficiently into account.  We present novel structured model addresses these issues by incorporating selectional preferences words' argument positions. makes it possible integrate syntax computation in In addition, performs at and above state art modeling contextual adequacy paraphrases.","Computer science, Artificial intelligence, Computation, Natural language processing, Distributional semantics, Machine learning, Vector space, Vector space model, Syntax, Sentence",0
Novel-word pronunciation within a text-to-speech system,1562308513,Phonetic transcription standards for european names (onomastica).,,"Proper noun, Speech recognition, Linguistics, Natural language processing, Phonetic transcription, Computer science, Artificial intelligence",0
Big Data Framework,2399650993,Building LinkedIn's Real-time Activity Data Pipeline.,"One trend in the implementation of modern web systems is use activity data form log or event messages that capture user and server activity. This at heart many internet domains advertising, relevance, search, recommendation systems, security, as well continuing to fulfill its traditional role analytics reporting. Many these uses place real-time demands on feeds. Activity extremely high volume pipelines present new design challenges. paper discusses engineering problems we encountered moving LinkedIn’s pipeline from batch-oriented file aggregation mechanism publish-subscribe system called Kafka. currently runs production LinkedIn handles more than 10 billion message writes each day with sustained peak over 172,000 per second. Kafka supports dozens subscribing delivers 55 consumer processing day. We discuss origins this missteps path real-time, along way.","Analytics, Data mining, Recommender system, Pipeline (computing), Pipeline transport, Computer science, The Internet",0
Natural Language Interface Using Shallow Parsing.,1604122592,Anaphoria in natural Language Understanding: A Survey,"problem that all computer-based natural language understanding (NLU) systems encounter is of linguistic reference, and in particular anaphora (abbreviated reference). For example, text as simple as: \begin{quote} Nadia showed Sue her new car. The seats were Day-Glo orange. \end{quote} knowing ``her'''' probably means not ``the seats'''' the Nadia''s car task. .br This thesis an extensive review reference anaphor problem, approaches to it NLU have taken, from early such STUDENT through current discourse-oriented ones PAL. first examined detail, examples are given many different types anaphor, some which been ignored by previous authors. taken traditional then described abstracted shown why they inadequate, discourse theme anaphoric focus need be into account. strengths weaknesses theories evaluated. closes with list remaining research problems. has written so comprehensible possible both AI workers who know no linguistics, linguists studied artificial intelligence.","Natural language understanding, Strengths and weaknesses, Computer science, Artificial intelligence",0
Big Data Framework,2220640651,Vision Paper: Towards an Understanding of the Limits of Map-Reduce Computation,"significant amount of recent research work has addressed the problem solving various data management problems in cloud. The major algorithmic challenges map-reduce computations involve balancing multitude factors such as number machines available for mappers/reducers, their memory requirements, and communication cost (total sent from mappers to reducers). Most past provides custom solutions specific problems, e.g., performing fuzzy joins map-reduce, clustering, graph analyses, so on. While some are amenable very efficient algorithms, other do not lend themselves natural distribution, have provable lower bounds. Clearly, ease ""map-reducability"" is closely related whether can be partitioned into independent pieces, which distributed across mappers/reducers. What makes distributable? Can we characterize general properties that determine how easy or hard it find algorithms?  This vision paper attempts answer questions described above.","Computation, Cluster analysis, Database, Data mining, Fuzzy logic, Computer science, Multitude, Data management, Theoretical computer science, Distributed computing, Cloud computing, Joins",0
Efficient Estimation of Word Representations in Vector Space,2141599568,Linguistic Regularities in Continuous Space Word Representations,"Continuous space language models have recently demonstrated outstanding results across variety of tasks. In this paper, we examine the vector-space word representations that are implicitly learned by input-layer weights. We find these surprisingly good at capturing syntactic and semantic regularities in language, each relationship is characterized relation-specific vector offset. This allows vector-oriented reasoning based on offsets between words. For example, male/female automatically learned, with induced representations, “King Man Woman” very close to “Queen.” demonstrate vectors capture means analogy questions (provided paper), able correctly answer almost 40% questions. using offset method SemEval-2012 Task Remarkably, outperforms best previous systems.","Word embedding, Linguistics, Word2vec, Machine learning, Speech recognition, Natural language processing, Offset (computer science), Artificial intelligence, Syntax, Language model, Analogy, Computer science",0
Reinforcement Learning in First Person Shooter Games,2136074593,Neuroevolutionary reinforcement learning for generalized helicopter control,"Helicopter hovering is an important challenge problem in the field of reinforcement learning. This paper considers several neuroevolutionary approaches to discovering robust controllers for generalized version used 2008 Reinforcement Learning Competition, which wind helicopter's environment varies from run run. We present simple model-free strategy that won first place competition and also describe more complex model-based approaches. Our empirical results demonstrate neuroevolution effective at optimizing weights multi-layer perceptrons, linear regression faster than evolution learning models, can outperform strategy, especially if prior knowledge aid model","Learning classifier system, Neuroevolution, Machine learning, Perceptron, Unsupervised learning, Artificial neural network, Evolutionary computation, Artificial intelligence, Reinforcement learning, Computer science, Multilayer perceptron",0
Big Data Framework,2168395831,Modern Enterprises in the Bubble: Why Big Data Matters,"In the past few years, massive amount of data has been delivered by an increased and ubiquitous use Information Communication Technologies (ICTs) in human activities propagation smart devices or sensors, which continuously connect people things cyberspace. This huge bubble is gold mine: it unlimited source knowledge insights about habits preferences captured attention modern enterprises. Companies look at this with interest purpose to gain competitive advantage applying analytics tools over them. context, new approach required for mastering without risk ending up collecting meaningless pile junk data. Starting from definition approaches, work outlines Big Data strategies enterprises highlights challenges, emergent solutions open issues.","Marketing, Systems engineering, Analytics, Business intelligence, Competitive advantage, Data integration, Enterprise 2.0, Big data, Data analysis, Data science, Information and Communications Technology, Engineering",0
Reinforcement Learning in First Person Shooter Games,1503422210,Neural networks training for weapon selection in first-person shooter games,"First person shooters is probably the most well known genre of whole gaming industry. Bots in those games must think and act fast order to be competitive fun play with. Key part action first shooter choice right weapon according situation. In this paper, selection technique introduced produce competent agents game Unreal Tournament 2004 utilizing Pogamut Game-Bots library. The use feedforward neural networks proposed, trained with back-propagation for selection, showing that there significant increase at performance bot.","Machine learning, Feedforward neural network, Tournament, Artificial neural network, Backpropagation, Computational intelligence, Computer science, Artificial intelligence",0
