query,id,title,abstract,fos,score
efficient estimation of word representations in vector space,1019104620,A Generative Model of Vector Space Semantics,"We present novel compositional, generative model for vector space representations of meaning. This reformulates earlier tensor-based approaches to semantics as top-down process, and provides efficient algorithms transformation from natural language vectors language. describe procedures estimating the parameters positive examples similar phrases, distributional representations, then use these obtain similarity judgments set adjective-noun pairs. The model’s estimation pairs correlates well with human annotations, demonstrating substantial improvement over several existing compositional in both settings.","Computer science, Artificial intelligence, Machine learning, Semantics, Natural language processing, Natural language, Tensor, Vector space, Pattern recognition, Generative model",0
reinforcement learning in video game,2166159790,Video summarization using reinforcement learning in eigenspace,"We propose video summarization using reinforcement learning. The importance score of each frame in is calculated from the user's actions handling similar previous frames; if such frames were watched rather than skipped, high assigned. To calculate score, instead raw feature vectors extracted images, we use projected on eigenspace: as result, can deal with features comprehensively. also give an algorithm that uses learning method to create personalized summary. applied soccer confirm its effectiveness.","Automatic summarization, Computer vision, Reinforcement learning, Artificial intelligence, Eigenvalues and eigenvectors, Feature extraction, Feature vector, Pattern recognition, Video tracking, Computer science, Video quality",0
converting word to speech,2295865687,Dictionary-based multiple frame video super-resolution,,"Computer vision, Video compression picture types, Neural coding, Motion estimation, Video tracking, K-SVD, Pattern recognition, Artificial intelligence, Computer science, Block-matching algorithm, Motion compensation, Multiview Video Coding",0
converting word to speech,2027379708,Durational cues to word boundaries in clear speech,"One of listener's major tasks in understanding continuous speech is segmenting the signal into separate words. When listening conditions are difficult, speakers can help listeners by deliberately speaking more clearly. In four experiments, we examined how word boundaries produced clear speech. Durational measurements were taken pre-boundary syllable, and pausing (if any) at boundary, baseline utterances repetitions. We found that do indeed attempt to mark (though not normal) speech; moreover, they differentiate between way which suggests sensitive listener needs. Previous research has suggested English, apply heuristic segmentation strategies make before strong syllables easiest perceive. for however, pay attention marking weak syllables, i.e. just those otherwise particularly hard Zusammenfassung. Eine der Hauptaufgaben fur den Horer beim Verstehen fliessender Sprache ist die. Zerlegung des Sprachsignales Worter. Wenn die Horbedingungen schwierig sind, kann Sprecher dem Zuhorer durch bewuBt deut- liches Sprechen helfen. vier Experimenten haben wir untersucht, wie Wortgrenzen deutlich gesprochener erzeugt werden. Es wurden einfache und deutliche Aussprache sowohl Silbenlangen vor Wortgren­ zen bestimmt, als auch Pausen zwischen Wortern (wenn dort welche waren). Wir fanden, daB bei klarer Sprechweise (nicht normaler) tatsachlich versuchen, zu markieren; weiter wird einzelnen auf einer Art unterschieden, eine Empfindlichkeit Sprechers gegenuber Bedurfnisse Horers aufweist. Vorhergehende Forschung hat uns schliessen lassen, Englisch heuristische Unterteilungsstrate- gien anwenden. Diese fiihren dazu, starken Silben am einfachsten wahrzunehmen sind. Bedingungen achten besonders darauf, schwachen betonen; das heiBt, sie markieren gerade Grenzen, sonst schwer erkennen waren.","Linguistics, Intelligibility (communication), Speech recognition, Active listening, Computer science, Speech synthesis, Syllable, Speech production",0
Big data,1875064445,Big Data Cleaning,"Data cleaning is, in fact, lively subject that has played an important part the history of data management and analytics, it still is undergoing rapid development. Moreover, considered as main challenge era big data, due to increasing volume, velocity variety many applications. This paper aims provide overview recent work different aspects cleaning: error detection methods, repairing algorithms, generalized system. It also includes some discussion about our efforts methods from perspective terms variety.","Error detection and correction, Inverted index, Data mining, Computer science, Big data, Data analysis, Data management, Master data",0
converting word to speech,2160177674,A study of lattice-based spoken term detection for Chinese spontaneous speech,"We examine the task of spoken term detection in Chinese spontaneous speech with lattice-based approach. compare lattices generated different units: word, character, tonal syllable and toneless syllable, also look into methods converting from one unit to another one. find best system is toneless-syllable converted word lattices. Further improvement achieved by lattice post-processing combination. Our has an accuracy 80.2% on keyword spotting task.","Speech recognition, Keyword spotting, Lattice (order), Artificial intelligence, Speech processing, Search engine indexing, Speech analytics, Pattern recognition, Speech corpus, Syllable, Computer science",0
efficient estimation of word representations in vector space,2140610559,Sparse Overcomplete Word Vector Representations,"Current distributed representations of words show little resemblance to theories lexical semantics. The former are dense and uninterpretable, the latter largely based on familiar, discrete classes (e.g., supersenses) relations synonymy hypernymy). We propose methods that transform word vectors into sparse (and optionally binary) vectors. resulting more similar interpretable features typically used in NLP, though they discovered automatically from raw corpora. Because highly sparse, computationally easy work with. Most importantly, we find outperform original benchmark tasks.","Natural language processing, Pattern recognition, Binary number, Machine learning, Synonym, Artificial intelligence, Lexical semantics, Computer science, Uninterpretable",0
Big data,1917841893,When is it biased?: assessing the representativeness of twitter's streaming API,"Twitter shares free 1% sample of its tweets through the ""Streaming API"". Recently, research has pointed to evidence bias in this source. The methodologies proposed previous work rely on restrictive and expensive Firehose find Streaming API data. We tackle problem finding without costly propose solution that focuses using an open data source API.","World Wide Web, Open data, Data mining, Computer science, Representativeness heuristic, Big data, Sampling bias",0
reinforcement learning in video game,1974015235,Efficient Reinforcement Learning in Adversarial Games,"The ability of learning is critical for agents designed to compete in variety two-player, turn-taking, tactical adversarial games, such as Backgammon, Othello/Reversi, Chess, Hex, etc. mainstream approach games consists updating some state evaluation function usually Temporal Difference (TD) sense either under the MiniMax optimality criterion or optimization against specific opponent. However, this limited by several factors: (a) updates are incremental, (b) stored samples from past cannot be utilized, and (c) quality each update depends on current due bootstrapping. In paper, we present based Least-Squares Policy Iteration (LSPI) algorithm that overcomes these limitations focusing state-action function. key advantage proposed agent can make batch with any collection samples, utilize do not depend since there no We demonstrate efficiency LSPI over TD classical board game Othello/Reversi.","Artificial intelligence, Machine learning, Reinforcement learning, Function approximation, Computer science, Optimality criterion, Evaluation function, Temporal difference learning, Adversary, Bootstrapping, Minimax",0
efficient estimation of word representations in vector space,2126247504,ML parameter estimation for Markov random fields with applications to Bayesian tomography,"Markov random fields (MRFs) have been widely used to model images in Bayesian frameworks for image reconstruction and restoration. Typically, these MRF models parameters that allow the prior be adjusted best performance. However, optimal estimation of (sometimes referred as hyperparameters) is difficult practice two reasons: (i) direct parameter MRFs known mathematically numerically challenging; (ii) can not directly estimated because true cross section unavailable. We propose computationally efficient scheme address both difficulties general class models, we derive specific methods generalized Gaussian (GGMRF). scale shape continuously valued MRF. For GGMRF case, show ML estimate parameter, /spl sigma/, has simple closed-form solution, present an computing p, by off-line numerical computation dependence partition function on p. fast algorithm estimates when To do this, use expectation maximization (EM) algorithm. develop simulation method replace E-step, improve simulations are terminated convergence. Experimental results indicate our algorithms substantially reduce result good real tomographic data sets.","Markov random field, Random field, Shape parameter, Gaussian process, Mathematics, Artificial intelligence, Pattern recognition, Mathematical optimization, Scale parameter, Estimation theory, Expectation–maximization algorithm, Optimal estimation",0
efficient estimation of word representations in vector space,766476750,Word Representations in Vector Space and their Applications for Arabic,"lot of work has been done to give the individual words certain language adequate representations in vector space so that these capture semantic and syntactic properties language. In this paper, we compare different techniques build vectorized for Arabic, test models via intrinsic extrinsic evaluations. Intrinsic evaluation assesses quality using benchmark dataset, while by their impact on two Natural Language Processing applications: Information retrieval Short Answer Grading. Finally, map Arabic English counterpart Cosine error regression neural network show it outperforms standard mean square networks task.","Artificial intelligence, Natural language processing, Computer science, Artificial neural network, Mean squared error, Trigonometric functions, Vector space, Syntax",0
Big data,206771271,Big Data Generation,"Big data challenges are end-to-end problems. When handling big it usually has to be preprocessed, moved, loaded, processed, and stored many times. This led the creation of pipelines. Current benchmarks related only focus on isolated aspects this pipeline, processing, storage loading aspects. To date, there not been any benchmark presented covering aspect for systems.  In paper, we discuss necessity ETL like tasks in benchmarking propose Parallel Data Generation Framework PDGF its generation. is generic generator that was implemented at University Passau currently adopted TPC benchmarks.","Database, Benchmarking, Big data, Test data generation, Data mining, Engineering",0
efficient estimation of word representations in vector space,2015667537,Learning control of finite Markov chains with an explicit trade-off between estimation and control,"An efficient scheme is presented for learning control problem of finite Markov chains with unknown dynamics, i.e. transition probabilities. The designed to optimize the asymptotic system performance and easy application models relatively many states decisions. In this policy determined each time through maximization simple criterion that explicitly incorporates tradeoff between estimation probabilities system. determination can be easily performed even in case large-size models, since maximizing operation greatly simplified by use policy-iteration method. It proven becomes epsilon -optimal as well optimal suitable choice parameter values sense relative frequency coefficient making decisions tends maximum.","Markov model, Markov kernel, Machine learning, Control theory, Markov decision process, Adaptive control, Reinforcement learning, Q-learning, Mathematical optimization, Artificial intelligence, Mathematics, Variable-order Markov model, Markov chain",0
natural language interface,1967921541,On the use of hierarchical information in sequential mining-based XML document similarity computation,"Measuring the structural similarity among XML documents is task of finding their semantic correspondence and fundamental to many web-based applications. While there exist several methods address problem, data mining approach seems be novel, interesting promising one. It explores idea extracting paths from documents, encoding them as sequences maximal frequent using sequential pattern algorithms. In view deficiencies encountered by ignoring hierarchical information in for mining, new scheme document computation proposed this paper. makes use preorder tree representation (PTR) encode tree’s so that both semantics elements structure can taken into account when computing documents. addition, it proposes postprocessing step reuse mined patterns estimate unmatched another metric qualify between introduced. Encouraging experimental results were obtained reported.","Data mining, XML tree, Well-formed document, XML schema, Computer science, XML validation, Document Structure Description, XML framework, Efficient XML Interchange, Simple API for XML",0
natural language interface,2083607646,Portability in the Janus Natural Language Interface,"Although natural language technology has achieved high degree of domain independence through separating domain-independent modules from domain-dependent knowledge bases, portability, as measured by effort to move one application another, is still problem. Here we describe acquisition tool (KNACQ) that sharply decreased our in building bases. The bases acquired with KNACQ are used both the understanding components and generation Janus.","Natural language processing, Artificial intelligence, Janus, Domain knowledge, Knowledge extraction, Question answering, Knowledge-based systems, Software portability, Computer science, Knowledge acquisition, Open Knowledge Base Connectivity",0
Big data,2215544391,"Big data, big data quality problem","USAF sponsored MITRE research team undertook four separate, domain-specific case studies about Big Data applications. Those were initial investigations into the question of whether or not data quality issues encountered in collections are substantially different cause, manifestation, detection than those more traditionally sized collections. The study addresses several factors affecting Quality at multiple levels, including collection, processing, and storage. Though unexpected, key findings this reinforce that primary reside limitations complexities involved with handling while maintaining its integrity. These concerns higher magnitude provenance data, tools used to prepare, manipulate, store data. is extremely important for all analytics problems. From study's findings, ""truth Data"" there no fundamentally new DQ projects. Some exhibit return-s-to-scale effects, become less pronounced analytics, though. varies from one type another technology another.","Data mining, Computer science, Returns to scale, Data science, Big data, Data analysis, Data quality",0
converting word to speech,1969683353,Multizone Speech Reinforcement,"In this article, we address speech reinforcement (near-end listening enhancement) for scenario where there are several playback zones. such framework, signals from one zone can leak into other zones (crosstalk), causing intelligibility and/or quality degradation. An optimization framework is built by exploring signal model effects of noise, reverberation and crosstalk taken account simultaneously. Through the symbolic usage general smooth distortion measure, necessary optimality conditions derived in terms measure gradients model. Subsequently, as an illustrative example applied mean-square error (MSE) expected under hybrid stochastic-deterministic corruptions. cancellation algorithm follows, which depends on diffuse across direct path components. Simulations validate show clear benefit multizone processing, opposed to iterated application single-zone algorithm. Also, comparisons with least-squares cancellers literature profit using","Distortion, Intelligibility (communication), Computer science, Speech recognition, Reinforcement, Speech enhancement, Stochastic programming, Iterated function, Reverberation",0
Big data,2609002182,Incremental learning algorithms and applications,"Incremental learning refers to from streaming data, which arrive over time, with limited memory resources and, ideally, without sacrificing model accuracy. This setting fits different application scenarios where lifelong is relevant, e.g. due changing environments and it offers an elegant scheme for big data processing by means of its sequential treatment. In this contribution, we formalise the concept incremental learning, discuss particular challenges arise in setting, give overview about popular approaches, theoretical foundations, applications emerged last years.","Computer science, Machine learning, Big data, Artificial intelligence, Lifelong learning",0
Big data,2293628850,Big Data,"This introduction to the special issue on big data discusses significant scientific opportunities offered by massive amounts of data, along with some directions for future research.","Computer science, Data-intensive computing, Data mining, Data science, Big data, Petascale computing, Data processing, Computer data storage",0
converting word to speech,204709854,A SPANISH SPEECH TO SIGN LANGUAGE TRANSLATION SYSTEM FOR ASSISTING DEAF-MUTE PEOPLE,"This paper describes the first experiments of speech to sign language translation system in real domain. The developed is focused on sentences spoken by an officer when assisting people applying for, or renewing National Identification Document (NID) and Passport. translates explanations into for deafmute people. composed recognizer (for decoding utterance word sequence), natural translator converting sequence gestures belonging language), 3D avatar animation module playing gestures). field have reported 27.2% GER (Gesture Error Rate) 0.62 BLEU (BiLingual Evaluation Understudy). Index Terms: Machine Translation, Spanish Sign Language, Speech Gesture Animation","Machine translation, Speech translation, Speech recognition, Cache language model, Cued speech, Manually coded language, Sign language, Natural language processing, Machine translation software usability, Computer science, Evaluation of machine translation, Artificial intelligence",0
efficient estimation of word representations in vector space,2161515801,Statistical regularization in linearized microwave imaging through MRF-based MAP estimation: hyperparameter estimation and image computation,"The application of Markov random fields (MRF) based maximum posteriori (MAP) estimation method for microwave imaging is presented in this paper. adopted MRF family the so-called Gaussian-MRF (GMRF), whose energy function quadratic. In order to implement MAP estimation, first, hyperparameters are estimated by means expectation-maximization (EM) algorithm, extended case complex and nonhomogeneous images. Then, it implemented minimizing cost gradient fully analytically evaluated. Thanks quadratic nature MRF, well posedness efficiency proposed can be simultaneously guaranteed. Numerical results, also performed on real data, show good performance method, when compared with conventional techniques like Tikhonov regularization.","Bayes estimator, Iterative method, Markov random field, Quadratic function, Mathematics, Artificial intelligence, Tikhonov regularization, Mathematical optimization, Pattern recognition, Maximum a posteriori estimation, Expectation–maximization algorithm, Microwave imaging",0
natural language interface,1550560012,Natural-language interface,,"Natural language processing, Artificial intelligence, Natural language user interface, Computer science",0
reinforcement learning in video game,2123151547,Reinforcement Learning in First Person Shooter Games,"Reinforcement learning (RL) is popular machine technique that has many successes in how to play classic style games. Applying RL first person shooter (FPS) games an interesting area of research as it the potential create diverse behaviors without need implicitly code them. This paper investigates tabular Sarsa (λ) algorithm applied purpose built FPS game. The part using learn bot controllers for tasks navigation, item collection, and combat individually. Results showed was able satisfactory strategy navigation control, but not quality industry standard pathfinding algorithm. controller performed well against rule-based bot, indicating promising preliminary results second used pretrained then combined them by number different methods more generalized artificial intelligence (AI). experimental indicated can be way control combination bots such combat.","Motion planning, Machine learning, Simulation, Robot, Reinforcement learning, Rule-based system, Knowledge-based systems, Control theory, Computer science, Computational complexity theory, Pathfinding, Artificial intelligence",0
reinforcement learning in video game,2559225160,Multi-objective tree search approaches for general video game playing,"The design of algorithms for Game AI agents usually focuses on the single objective winning, or maximizing given score. Even if heuristic that guides search (for reinforcement learning evolutionary approaches) is composed several factors, these typically provide numeric value (reward fitness, respectively) to be optimized. Multi-Objective approaches are an alternative concept face problems, as they try optimize objectives, often contradictory, at same time. This paper proposes first time study General Video playing, where game played not known priori by agent. experimental described here compares in this setting, and results suggest can perform even better than their single-objective counterparts.","Machine learning, Heuristic, Computer science, Mathematical optimization, General video game playing, Monte Carlo tree search, Reinforcement learning, Game design, A priori and a posteriori, Combinatorial game theory, Game mechanics, Artificial intelligence",0
converting word to speech,1531505565,Speech Recognition on an FPGA Using Discrete and Continuous Hidden Markov Models,"Speech recognition is computationally demanding task, particularly the stage which uses Viterbi decoding for converting pre-processed speech data into words or sub-word units. Any device that can reduce load on, example, PC's processor, advantageous. Hence we present FPGA implementations of decoder based alternately on discrete and continuous hidden Markov models (HMMs) representing monophones, demonstrate version process nearly 5,000 times real time, using just 12% slices Xilinx Virtex XCV1000, but with lower rate than implementation, 75 faster occupies 45% same device.","Parallel computing, Virtex, Viterbi decoder, Speech recognition, Implementation, Real-time computing, Field-programmable gate array, Computer science, Hidden Markov model",0
reinforcement learning in video game,1966803121,Social Reinforcement Learning in Game Playing,In this work we discuss Social Reinforcement Learning on self-trained agents. We simulate social learning by implementing tournament an existing board game that utilizes reinforcement for playing and learning. The socially trained agents are compared to their superior performance is noted. findings the infrastructure requirements mandate development of Multi-Agent-Based Simulation platform.,"Robot learning, Machine learning, Social learning, Reinforcement learning, Tournament, Mandate, Computer science, Multi-agent system, Artificial intelligence",0
converting word to speech,1967380645,AN ADAPTIVE DICTIONARY LEARNING APPROACH FOR MODELING DYNAMICAL TEXTURES,"Video representation is an important and challenging task in the computer vision community. In this paper, we assume that image frames of moving scene can be modeled as Markov random process. We propose sparse coding framework, named adaptive video dictionary learning (AVDL), to model adaptively. The developed framework able capture dynamics by exploring both properties temporal correlations consecutive frames. proposed method compared with state art processing methods on several benchmark data sequences, which exhibit appearance changes heavy occlusions.","Machine learning, Video processing, K-SVD, Neural coding, Computer science, Motion compensation, Video tracking, Computer vision, Stochastic process, Markov chain, Artificial intelligence, Pattern recognition",0
reinforcement learning in video game,2742165006,Game engine learning from video,"Intelligent agents need to be able make predictions about their environment. In this work we present novel approach learn forward simulation model via simple search over pixel input. We use of video game, Super Mario Bros., as an initial test our it represents physics system that is significantly less complex than reality. demonstrate the significant improvement in predicting future states compared with baseline CNN and apply learned train game playing agent. Thus evaluate algorithm terms accuracy value its output model.","Level design, Artificial intelligence, Machine learning, Game development tool, Video game development, Intelligent agent, First playable demo, Simulation, Game design, Computer science, Game design document",0
natural language interface,1521429184,The Deep Parser for Polish,"Although the first version of Polsyn parser for Polish language came into existence in 1997, there is no coherent description it. This paper an attempt to describe both theoretical basis and application Polsyn. The based on Syntactical Groups Grammar (SGGP).","Recursive descent parser, Parser combinator, LL grammar, Top-down parsing, Natural language processing, Programming language, Simple LR parser, GLR parser, LL parser, Artificial intelligence, Computer science, LALR parser",0
converting word to speech,2461851607,A novel dictionary learning approach for multi-modality medical image fusion,"Multi-modality medical image fusion technology can integrate the complementary information of different modality images, obtain more precise, reliable and better description lesions. Dictionary learning based draws great attention in researchers scientists, for its high performance. The standard scheme uses entire dictionary learning. However, informative region takes small proportion whole image. Most patches have limited redundant information. Taking all brings lots unvalued information, which influence quality. In this paper, novel approach is proposed fusion. consists three steps. Firstly, sampling to patches. Secondly, local density peaks clustering algorithm conducted classify with similar structure into several patch groups. Each group trained compact sub-dictionary by K-SVD. Finally sub-dictionaries are combined complete, dictionary. dictionary,only important useful effectively describe selected. To show efficiency approach, sparse coefficient vectors estimated simultaneous orthogonal matching pursuit (SOMP) dictionary, fused max-L1 rules. comparative experimental results analyses reveal that method achieves quality than existing state-of-the-art methods.","Artificial intelligence, Machine learning, Cluster analysis, Matching pursuit, Sampling (statistics), Pattern recognition, K-SVD, Image fusion, Computer science",0
reinforcement learning in video game,1778554682,Reinforcement learning of local shape in the game of go,"We explore an application to the game of Go reinforcement learning approach based on linear evaluation function and large numbers binary features. This strategy has proved effective in playing programs other applications. apply this by creating over million features templates for small fragments board, then use temporal difference self-play. method identifies hundreds low level shapes with recognisable significance expert players, provides quantitive estimates their values. analyse relative contributions performance different types sizes. Our results show that small, translation-invariant are surprisingly effective. assess our program against Average Liberty Player variety computer opponents 9×9 Computer Server. appears outperform all static functions do not incorporate substantial domain knowledge.","Artificial intelligence, Binary number, Domain knowledge, Machine learning, Computer Go, Reinforcement learning, Temporal difference learning, Computer science, Evaluation function",0
efficient estimation of word representations in vector space,2141599568,Linguistic Regularities in Continuous Space Word Representations,"Continuous space language models have recently demonstrated outstanding results across variety of tasks. In this paper, we examine the vector-space word representations that are implicitly learned by input-layer weights. We find these surprisingly good at capturing syntactic and semantic regularities in language, each relationship is characterized relation-specific vector offset. This allows vector-oriented reasoning based on offsets between words. For example, male/female automatically learned, with induced representations, “King Man Woman” very close to “Queen.” demonstrate vectors capture means analogy questions (provided paper), able correctly answer almost 40% questions. using offset method SemEval-2012 Task Remarkably, outperforms best previous systems.","Word embedding, Linguistics, Word2vec, Machine learning, Speech recognition, Natural language processing, Offset (computer science), Artificial intelligence, Syntax, Language model, Analogy, Computer science",0
converting word to speech,2148000376,Bitstream-based feature extraction for wireless speech recognition,"In this paper, we propose feature extraction method for speech recognizer that operates in digital communication networks. The parameters are basically extracted by converting the quantized spectral information of coder into cepstrum. We also combine voiced/unvoiced obtained from bitstream recognition set. From speaker-independent connected digit HMM recognition, find system employing proposed bitstream-based front-end gives superior word and string accuracies over constructed decoded signals. Its performance is comparable to wireline uses only cepstrum as","Speech recognition, Speaker recognition, Speech processing, Cepstrum, Feature extraction, Speech coding, Acoustic model, Voice activity detection, Artificial intelligence, Pattern recognition, Linear predictive coding, Computer science",0
efficient estimation of word representations in vector space,2130199334,Non-distributional Word Vector Representations,"Data-driven representation learning for words is technique of central importance in NLP. While indisputably useful as source features downstream tasks, such vectors tend to consist uninterpretable components whose relationship the categories traditional lexical semantic theories tenuous at best. We present method constructing interpretable word from hand-crafted linguistic resources like WordNet, FrameNet etc. These are binary (i.e, contain only and 1) 99.9% sparse. analyze their performance on state-of-the-art evaluation methods distributional models find they competitive standard approaches.","Speech recognition, Binary number, Pattern recognition, Natural language processing, WordNet, Feature learning, FrameNet, Artificial intelligence, Computer science, Uninterpretable",0
converting word to speech,2162159163,Application of speech conversion to alaryngeal speech enhancement,Two existing speech conversion algorithms were modified and used to enhance alaryngeal speech. The modifications aimed at reducing the spectral distortion (bandwidth increase) in vector-quantization (VQ) based system discontinuity linear multivariate regression (LMR) system. Spectral was compensated for by formant enhancement using chirp z-transform cepstral weighting. alleviated overlapping clusters during construction of mapping function. VQ LMR results perceptual evaluation indicated that listeners generally preferred listen samples enhanced conversions over original samples.,"Speech recognition, Speech processing, Speech enhancement, Speech coding, Artificial intelligence, Intelligibility (communication), Speech synthesis, Formant, Pattern recognition, Alaryngeal speech, Computer science, Linear predictive coding",0
Big data,2519706319,Big data,"We use structuralism and functionalism paradigms to analyze the origins of big data applications.Current trends sources data.Processing technologies, methods analysis techniques for are compared in detail.We major challenges with also discussed several opportunities.Case studies emerging technologies problems discussed. Big is potential research area receiving considerable attention from academia IT communities. In digital world, amounts generated stored have expanded within short period time. Consequently, this fast growing rate has created many challenges. paper, we applications its current trends. This paper presents comprehensive discussion on state-of-the-art based batch stream processing. Moreover, strengths weaknesses these analyzed. study discusses analytics techniques, processing methods, some reported case different vendors, open challenges, opportunities brought about by data. The similarities differences important parameters investigated. Emerging recommended as solution problems.","Social media, Emerging technologies, Analytics, Cloud computing, Big data, Data science, Open research, Data processing, Computer science",0
reinforcement learning in video game,2092430508,Learning a Super Mario controller from examples of human play,"Imitating human-like behaviour in action games is challenging but intriguing task Artificial Intelligence research, with various strategies being employed to solve the imitation problem. In this research we consider learning via Markov decision processes without explicitly given reward function, and perform by observing expert's demonstration. Individual players often have characteristic styles when playing game, method attempts find behaviours which make them unique. During play sessions of Super Mario calculate player's policies functions applying inverse reinforcement actions game. We conduct an online questionnaire displays two video clips, where one played human expert other designed controller based on policy. demonstrate that using apprenticeship Inverse Reinforcement Learning, are able get optimal policy yields performance close at least under specific conditions.","Computer science, Computer-assisted web interviewing, Artificial intelligence, CLIPS, Machine learning, Reinforcement learning, Markov decision process, Control theory, Simulation, Markov process, Apprenticeship learning, Imitation",0
reinforcement learning in video game,112321980,Hierarchically Optimal Average Reward Reinforcement Learning,,"Q-learning, Bellman equation, Artificial intelligence, Machine learning, Reinforcement learning, Pattern recognition, Job shop scheduling, Computer science",0
reinforcement learning in video game,2038503397,Reinforcement learning to train Ms. Pac-Man using higher-order action-relative inputs,"Reinforcement learning algorithms enable an agent to optimize its behavior from interacting with specific environment. Although some very successful applications of reinforcement have been developed, it is still open research question how scale up large dynamic environments. In this paper we will study the use on popular arcade video game Ms. Pac-Man. order let Pac-Man quickly learn, designed particular smart feature extraction that produce higher-order inputs game-state. These are then given neural network trained using Q-learning. We constructed features which relative action single sequentially propagates action-relative obtain different Q-values actions. The experimental results show approach allows only input units in network, while obtaining good playing behavior. Furthermore, experiments our enables successfully transfer learned policy maze was not before.","Robot learning, Learning classifier system, Competitive learning, Feature learning, Feature extraction, Unsupervised learning, Artificial neural network, Reinforcement learning, Machine learning, Computer science, Artificial intelligence",0
Big data,2082758646,Big data security,"The term big data has come into use recently to refer the ever-increasing amount of information that organisations are storing, processing and analysing, owing growing number sources in use. According research conducted by IDC, there were 1.8 zettabytes (1.8 trillion gigabytes) created replicated 2011 alone is doubling every two years. Within next decade, managed enterprise datacentres will grow 50 times, whereas IT professionals expand just 1.5 times. Data volumes continue as they take an ever-wider range sources, much which unstructured form. Organisations want extract value from uncover opportunities for business it contains. But centralised nature stores creates new security challenges. Traditional tools not, on their own, up task contains, let ensuring it's secure process. Colin Tankard Digital Pathways explains controls need be placed around itself, rather than applications systems store data.","Gigabyte, Zettabyte, Data mining, Big data, Data science, Computer science",0
converting word to speech,2056303394,Text-to-speech conversion technology,"The historical and theoretical bases of contemporary high-performance text-to-speech (TTS) systems their current design are discussed. major elements TTS system described, with particular reference to vocal tract models. stages involved in the process converting text into speech parameters examined, covering normalization, word pronunciation, prosodies, phonetic rules, voice tables, hardware implementation. Examples drawn mainly from Berkeley Speech Technologies' proprietary system, T-T-S, but other approaches indicated briefly.","Speech recognition, Speech processing, Voice analysis, Computer science, Motor theory of speech perception, Speech synthesis, Pronunciation, Speech corpus, Voice activity detection, Speech production",0
natural language interface,1982678125,The role of natural language in a multimodal interface,"Although graphics and direct manipulation are effective interface technologies for some classes of problems, they limited in many ways. In particular, provide little support identifying objects not on the screen, specifying temporal relations, operating large sets subsets entities, using context interaction. On other hand, these precisely strengths natural language. This paper presents an that blends language processing technologies, each their characteristic advantages. Specifically, shows how to use describe overcoming hard problems involving establishment pronominal reference. work has been implemented SRI's Shoptalk system, prototype information decision-support system manufacturing.","Computer science, Human–computer interaction, Universal Networking Language, Natural language, Multimedia, Natural language processing, Natural language programming, Natural language user interface, Interface description language, User interface, Artificial intelligence, Graphics",0
efficient estimation of word representations in vector space,1909739044,Maximum likelihood scale estimation for a class of Markov random fields,This paper presents the exact maximum likelihood (ML) estimate of temperature for class Markov random fields (MRF) known as generalized Gaussian MRFs. The ML has simple closed form which is analogous to variance estimation variables. result useful because parameter plays important role determining amount smoothing in problems such Bayesian image reconstruction and restoration. Two extensions basic are also given: 1) numerical scale general continuous MRFs; 2) from incomplete data using EM algorithm. Preliminary experiments support usefulness technique.,"Random field, Markov random field, Mathematical optimization, Pattern recognition, Expectation–maximization algorithm, Artificial intelligence, Maximum likelihood sequence estimation, Statistics, Gaussian process, Normal distribution, Estimation theory, Markov chain, Mathematics",0
natural language interface,2044421688,Natural language interfaces,"As you can see by the thickness of this issue, response to my request for contributions was overwhelming received 52 separate items! Since arrived over period time, and since we had use archaic means (typing, cutting pasting) produce newsletter, articles are not in optimal order. hope that index below will help untangle issue.","Natural language, Artificial intelligence, Natural language processing, Computer science, Natural language user interface, Typing, Indexation",0
efficient estimation of word representations in vector space,1614298861,Efficient Estimation of Word Representations in Vector Space,"We propose two novel model architectures for computing continuous vector representations of words from very large data sets. The quality these is measured in word similarity task, and the results are compared to previously best performing techniques based on different types neural networks. observe improvements accuracy at much lower computational cost, i.e. it takes less than day learn high vectors 1.6 billion set. Furthermore, we show that provide state-of-the-art performance our test set measuring syntactic semantic similarities.","Word embedding, Word2vec, Artificial intelligence, Distributional semantics, Machine learning, Data set, Natural language processing, Artificial neural network, Computer science, Syntax, Vector space, Test set",0
converting word to speech,2109249643,Implementing a simple continuous speech recognition system on an FPGA,"Speech recognition is computationally demanding task, particularly the stage which uses Viterbi decoding for converting pre-processed speech data into words or sub-word units. We present an FPGA implementations of decoder based on continuous hidden Markov models (HMMs) representing monophones, and demonstrate that it can process 75 times real time, using 45% slices Xilinx Virtex XCV1000.","Speech recognition, Parallel computing, Implementation, Viterbi decoder, Real-time computing, Virtex, Viterbi algorithm, Field-programmable gate array, Computer science, Hidden Markov model",0
converting word to speech,2170951778,Intelligibility of modifications to dysarthric speech,"Dysarthria is motor speech impairment affecting millions of people. Dysarthric can be far less intelligible than that non-dysarthric speakers, causing significant communication difficulties. The goal our work to understand the effect certain modifications have on intelligibility dysarthric speech. These are designed identify aspects signal or processing may especially relevant effectiveness system transforms improve its intelligibility. result this study can, in best case, modified only at short-term spectral level from 68% 87%. baseline transformation using standard technology, however, does not show improvement Prosody also has (p<0.05)","Speech recognition, Speech processing, Dysarthria, Natural language, Intelligibility (communication), Prosody, Motor speech, Speech enhancement, Speech synthesis, Computer science",0
